,0
4124, 16  
4125,137
4126,  
4127,31
4128,Tamil Nadu
4129,100668
4130, 5620  
4131,952186
4132, 9142  
4133,13475
4134, 80  
4135,32
4136,Telengana
4137,62929
4138, 4781  
4139,330304
4140, 3307  
4141,1999
4142, 38  
4143,33
4144,Tripura
4145,727
4146, 82  
4147,33408
4148, 18  
4149,394
4150,  
4151,34
4152,Uttarakhand
4153,33330
4154, 3381  
4155,112001
4156, 1622  
4157,2102
4158, 81  
4159,35
4160,Uttar Pradesh
4161,288144
4162, 14491  
4163,752211
4164, 23231  
4165,10959
4166, 222  
4167,36
4168,West Bengal
4169,81375
4170, 6638  
4171,635802
4172, 7584  
4173,10884
4174, 59  
4175,Total#
4176, 2682751
4177, 129811  
4178,14085110
4179,  217113  
4180,192311
4181, 2767 
4182,*(Including foreign Nationals)
4183,**( more than 70% cases due to comorbidities )
4184,#States wise distribution is subject to further verification and reconciliation
4185,#Our figures are being reconciled with ICMR
4186,1
4187,Andaman and Nicobar Islands
4188,138
4189, 8  
4190,5410
4191, 52  
4192,66
4193, 1  
4194,2
4195,Andhra Pradesh
4196,81471
4197, 7240  
4198,931839
4199, 4421  
4200,7616
4201, 37  
4202,3
4203,Arunachal Pradesh
4204,550
4205, 97  
4206,16940
4207, 19  
4208,56
4209,  
4210,4
4211,Assam
4212,15545
4213, 1603  
4214,218958
4215, 619  
4216,1186
4217, 14  
4218,5
4219,Bihar
4220,81961
4221, 5541  
4222,306753
4223, 6741  
4224,2087
4225, 77  
4226,6
4227,Chandigarh
4228,4902
4229, 280  
4230,32608
4231, 428  
4232,433
4233, 3  
4234,7
4235,Chhattisgarh
4236,122963
4237, 516  
4238,509622
4239, 17029  
4240,7111
4241, 218  
4242,8
4243,Dadra and Nagar Haveli and Daman and Diu
4244,1904
4245, 119  
4246,4471
4247, 118  
4248,4
4249,  
4250,9
4251,Delhi
4252,93080
4253, 1051  
4254,897804
4255, 22695  
4256,13898
4257, 357  
4258,10
4259,Goa
4260,12078
4261, 1038  
4262,62113
4263, 485  
4264,993
4265, 17  
4266,11
4267,Gujarat
4268,107594
4269, 7466  
4270,367972
4271, 6479  
4272,6171
4273, 152  
4274,12
4275,Haryana
4276,69384
4277, 5327  
4278,340247
4279, 5104  
4280,3703
4281, 60  
4282,13
4283,Himachal Pradesh
4284,13411
4285, 1165  
4286,71423
4287, 884  
4288,1304
4289, 24  
4290,14
4291,Jammu and Kashmir
4292,18064
4293, 1071  
4294,138184
4295, 944  
4296,2126
4297, 15  
4298,15
4299,Jharkhand
4300,45592
4301, 2177  
4302,148364
4303, 2865  
4304,1888
4305, 110  
4306,16
4307,Karnataka
4308,234502
4309, 20172  
4310,1055612
4311, 9058  
4312,14283
4313, 208  
4314,17
4315,Kerala
4316,198904
4317, 19593  
4318,1173202
4319, 7067  
4320,5080
4321, 25  
4322,18
4323,Ladakh
4324,1972
4325, 62  
4326,11129
4327, 209  
4328,136
4329, 1  
4330,19
4331,Lakshadweep
4332,1044
4333, 124  
4334,917
4335, 33  
4336,1
4337,  
4338,20
4339,Madhya Pradesh
4340,89363
4341, 1723  
4342,391299
4343, 11091  
4344,5041
4345, 104  
4346,21
4347,Maharashtra
4348,696298
4349, 2666  
4350,3468610
4351, 63818  
4352,63928
4353, 676  
4354,22
4355,Manipur
4356,705
4357, 115  
4358,29193
4359, 13  
4360,383
4361, 2  
4362,23
4363,Meghalaya
4364,1244
4365, 6  
4366,14384
4367, 148  
4368,158
4369, 1  
4370,24
4371,Mizoram
4372,712
4373, 68  
4374,4663
4375, 36  
4376,13
4377, 1  
4378,25
4379,Nagaland
4380,558
4381, 101  
4382,12350
4383, 12  
4384,95
4385, 1  
4386,26
4387,Odisha
4388,39893
4389, 3175  
4390,359467
4391, 3464  
4392,1981
4393, 8  
4394,27
4395,Puducherry
4396,6767
4397, 437  
4398,44767
4399, 453  
4400,737
4401, 9  
4402,28
4403,Punjab
4404,46565
4405, 2622  
4406,277189
4407, 2949  
4408,8356
4409, 92  
4410,29
4411,Rajasthan
4412,127616
4413, 10322  
4414,367485
4415, 4959  
4416,3527
4417, 74  
4418,30
4419,Sikkim
4420,798
4421, 105  
4422,6223
4423, 16  
4424,137
4425,  
4426,31
4427,Tamil Nadu
4428,100668
4429, 5620  
4430,952186
4431, 9142  
4432,13475
4433, 80  
4434,32
4435,Telengana
4436,62929
4437, 4781  
4438,330304
4439, 3307  
4440,1999
4441, 38  
4442,33
4443,Tripura
4444,727
4445, 82  
4446,33408
4447, 18  
4448,394
4449,  
4450,34
4451,Uttarakhand
4452,33330
4453, 3381  
4454,112001
4455, 1622  
4456,2102
4457, 81  
4458,35
4459,Uttar Pradesh
4460,288144
4461, 14491  
4462,752211
4463, 23231  
4464,10959
4465, 222  
4466,36
4467,West Bengal
4468,81375
4469, 6638  
4470,635802
4471, 7584  
4472,10884
4473, 59  
4474,Total#
4475, 2682751
4476, 129811  
4477,14085110
4478,  217113  
4479,192311
4480, 2767 
4481,*(Including foreign Nationals)
4482,**( more than 70% cases due to comorbidities )
4483,#States wise distribution is subject to further verification and reconciliation
4484,#Our figures are being reconciled with ICMR
4485,1
4486,Andaman and Nicobar Islands
4487,138
4488, 8  
4489,5410
4490, 52  
4491,66
4492, 1  
4493,2
4494,Andhra Pradesh
4495,81471
4496, 7240  
4497,931839
4498, 4421  
4499,7616
4500, 37  
4501,3
4502,Arunachal Pradesh
4503,550
4504, 97  
4505,16940
4506, 19  
4507,56
4508,  
4509,4
4510,Assam
4511,15545
4512, 1603  
4513,218958
4514, 619  
4515,1186
4516, 14  
4517,5
4518,Bihar
4519,81961
4520, 5541  
4521,306753
4522, 6741  
4523,2087
4524, 77  
4525,6
4526,Chandigarh
4527,4902
4528, 280  
4529,32608
4530, 428  
4531,433
4532, 3  
4533,7
4534,Chhattisgarh
4535,122963
4536, 516  
4537,509622
4538, 17029  
4539,7111
4540, 218  
4541,8
4542,Dadra and Nagar Haveli and Daman and Diu
4543,1904
4544, 119  
4545,4471
4546, 118  
4547,4
4548,  
4549,9
4550,Delhi
4551,93080
4552, 1051  
4553,897804
4554, 22695  
4555,13898
4556, 357  
4557,10
4558,Goa
4559,12078
4560, 1038  
4561,62113
4562, 485  
4563,993
4564, 17  
4565,11
4566,Gujarat
4567,107594
4568, 7466  
4569,367972
4570, 6479  
4571,6171
4572, 152  
4573,12
4574,Haryana
4575,69384
4576, 5327  
4577,340247
4578, 5104  
4579,3703
4580, 60  
4581,13
4582,Himachal Pradesh
4583,13411
4584, 1165  
4585,71423
4586, 884  
4587,1304
4588, 24  
4589,14
4590,Jammu and Kashmir
4591,18064
4592, 1071  
4593,138184
4594, 944  
4595,2126
4596, 15  
4597,15
4598,Jharkhand
4599,45592
4600, 2177  
4601,148364
4602, 2865  
4603,1888
4604, 110  
4605,16
4606,Karnataka
4607,234502
4608, 20172  
4609,1055612
4610, 9058  
4611,14283
4612, 208  
4613,17
4614,Kerala
4615,198904
4616, 19593  
4617,1173202
4618, 7067  
4619,5080
4620, 25  
4621,18
4622,Ladakh
4623,1972
4624, 62  
4625,11129
4626, 209  
4627,136
4628, 1  
4629,19
4630,Lakshadweep
4631,1044
4632, 124  
4633,917
4634, 33  
4635,1
4636,  
4637,20
4638,Madhya Pradesh
4639,89363
4640, 1723  
4641,391299
4642, 11091  
4643,5041
4644, 104  
4645,21
4646,Maharashtra
4647,696298
4648, 2666  
4649,3468610
4650, 63818  
4651,63928
4652, 676  
4653,22
4654,Manipur
4655,705
4656, 115  
4657,29193
4658, 13  
4659,383
4660, 2  
4661,23
4662,Meghalaya
4663,1244
4664, 6  
4665,14384
4666, 148  
4667,158
4668, 1  
4669,24
4670,Mizoram
4671,712
4672, 68  
4673,4663
4674, 36  
4675,13
4676, 1  
4677,25
4678,Nagaland
4679,558
4680, 101  
4681,12350
4682, 12  
4683,95
4684, 1  
4685,26
4686,Odisha
4687,39893
4688, 3175  
4689,359467
4690, 3464  
4691,1981
4692, 8  
4693,27
4694,Puducherry
4695,6767
4696, 437  
4697,44767
4698, 453  
4699,737
4700, 9  
4701,28
4702,Punjab
4703,46565
4704, 2622  
4705,277189
4706, 2949  
4707,8356
4708, 92  
4709,29
4710,Rajasthan
4711,127616
4712, 10322  
4713,367485
4714, 4959  
4715,3527
4716, 74  
4717,30
4718,Sikkim
4719,798
4720, 105  
4721,6223
4722, 16  
4723,137
4724,  
4725,31
4726,Tamil Nadu
4727,100668
4728, 5620  
4729,952186
4730, 9142  
4731,13475
4732, 80  
4733,32
4734,Telengana
4735,62929
4736, 4781  
4737,330304
4738, 3307  
4739,1999
4740, 38  
4741,33
4742,Tripura
4743,727
4744, 82  
4745,33408
4746, 18  
4747,394
4748,  
4749,34
4750,Uttarakhand
4751,33330
4752, 3381  
4753,112001
4754, 1622  
4755,2102
4756, 81  
4757,35
4758,Uttar Pradesh
4759,288144
4760, 14491  
4761,752211
4762, 23231  
4763,10959
4764, 222  
4765,36
4766,West Bengal
4767,81375
4768, 6638  
4769,635802
4770, 7584  
4771,10884
4772, 59  
4773,Total#
4774, 2682751
4775, 129811  
4776,14085110
4777,  217113  
4778,192311
4779, 2767 
4780,*(Including foreign Nationals)
4781,**( more than 70% cases due to comorbidities )
4782,#States wise distribution is subject to further verification and reconciliation
4783,#Our figures are being reconciled with ICMR
4784,1
4785,Andaman and Nicobar Islands
4786,138
4787, 8  
4788,5410
4789, 52  
4790,66
4791, 1  
4792,2
4793,Andhra Pradesh
4794,81471
4795, 7240  
4796,931839
4797, 4421  
4798,7616
4799, 37  
4800,3
4801,Arunachal Pradesh
4802,550
4803, 97  
4804,16940
4805, 19  
4806,56
4807,  
4808,4
4809,Assam
4810,15545
4811, 1603  
4812,218958
4813, 619  
4814,1186
4815, 14  
4816,5
4817,Bihar
4818,81961
4819, 5541  
4820,306753
4821, 6741  
4822,2087
4823, 77  
4824,6
4825,Chandigarh
4826,4902
4827, 280  
4828,32608
4829, 428  
4830,433
4831, 3  
4832,7
4833,Chhattisgarh
4834,122963
4835, 516  
4836,509622
4837, 17029  
4838,7111
4839, 218  
4840,8
4841,Dadra and Nagar Haveli and Daman and Diu
4842,1904
4843, 119  
4844,4471
4845, 118  
4846,4
4847,  
4848,9
4849,Delhi
4850,93080
4851, 1051  
4852,897804
4853, 22695  
4854,13898
4855, 357  
4856,10
4857,Goa
4858,12078
4859, 1038  
4860,62113
4861, 485  
4862,993
4863, 17  
4864,11
4865,Gujarat
4866,107594
4867, 7466  
4868,367972
4869, 6479  
4870,6171
4871, 152  
4872,12
4873,Haryana
4874,69384
4875, 5327  
4876,340247
4877, 5104  
4878,3703
4879, 60  
4880,13
4881,Himachal Pradesh
4882,13411
4883, 1165  
4884,71423
4885, 884  
4886,1304
4887, 24  
4888,14
4889,Jammu and Kashmir
4890,18064
4891, 1071  
4892,138184
4893, 944  
4894,2126
4895, 15  
4896,15
4897,Jharkhand
4898,45592
4899, 2177  
4900,148364
4901, 2865  
4902,1888
4903, 110  
4904,16
4905,Karnataka
4906,234502
4907, 20172  
4908,1055612
4909, 9058  
4910,14283
4911, 208  
4912,17
4913,Kerala
4914,198904
4915, 19593  
4916,1173202
4917, 7067  
4918,5080
4919, 25  
4920,18
4921,Ladakh
4922,1972
4923, 62  
4924,11129
4925, 209  
4926,136
4927, 1  
4928,19
4929,Lakshadweep
4930,1044
4931, 124  
4932,917
4933, 33  
4934,1
4935,  
4936,20
4937,Madhya Pradesh
4938,89363
4939, 1723  
4940,391299
4941, 11091  
4942,5041
4943, 104  
4944,21
4945,Maharashtra
4946,696298
4947, 2666  
4948,3468610
4949, 63818  
4950,63928
4951, 676  
4952,22
4953,Manipur
4954,705
4955, 115  
4956,29193
4957, 13  
4958,383
4959, 2  
4960,23
4961,Meghalaya
4962,1244
4963, 6  
4964,14384
4965, 148  
4966,158
4967, 1  
4968,24
4969,Mizoram
4970,712
4971, 68  
4972,4663
4973, 36  
4974,13
4975, 1  
4976,25
4977,Nagaland
4978,558
4979, 101  
4980,12350
4981, 12  
4982,95
4983, 1  
4984,26
4985,Odisha
4986,39893
4987, 3175  
4988,359467
4989, 3464  
4990,1981
4991, 8  
4992,27
4993,Puducherry
4994,6767
4995, 437  
4996,44767
4997, 453  
4998,737
4999, 9  
5000,28
5001,Punjab
5002,46565
5003, 2622  
5004,277189
5005, 2949  
5006,8356
5007, 92  
5008,29
5009,Rajasthan
5010,127616
5011, 10322  
5012,367485
5013, 4959  
5014,3527
5015, 74  
5016,30
5017,Sikkim
5018,798
5019, 105  
5020,6223
5021, 16  
5022,137
5023,  
5024,31
5025,Tamil Nadu
5026,100668
5027, 5620  
5028,952186
5029, 9142  
5030,13475
5031, 80  
5032,32
5033,Telengana
5034,62929
5035, 4781  
5036,330304
5037, 3307  
5038,1999
5039, 38  
5040,33
5041,Tripura
5042,727
5043, 82  
5044,33408
5045, 18  
5046,394
5047,  
5048,34
5049,Uttarakhand
5050,33330
5051, 3381  
5052,112001
5053, 1622  
5054,2102
5055, 81  
5056,35
5057,Uttar Pradesh
5058,288144
5059, 14491  
5060,752211
5061, 23231  
5062,10959
5063, 222  
5064,36
5065,West Bengal
5066,81375
5067, 6638  
5068,635802
5069, 7584  
5070,10884
5071, 59  
5072,Total#
5073, 2682751
5074, 129811  
5075,14085110
5076,  217113  
5077,192311
5078, 2767 
5079,*(Including foreign Nationals)
5080,**( more than 70% cases due to comorbidities )
5081,#States wise distribution is subject to further verification and reconciliation
5082,#Our figures are being reconciled with ICMR
5083,1
5084,Andaman and Nicobar Islands
5085,138
5086, 8  
5087,5410
5088, 52  
5089,66
5090, 1  
5091,2
5092,Andhra Pradesh
5093,81471
5094, 7240  
5095,931839
5096, 4421  
5097,7616
5098, 37  
5099,3
5100,Arunachal Pradesh
5101,550
5102, 97  
5103,16940
5104, 19  
5105,56
5106,  
5107,4
5108,Assam
5109,15545
5110, 1603  
5111,218958
5112, 619  
5113,1186
5114, 14  
5115,5
5116,Bihar
5117,81961
5118, 5541  
5119,306753
5120, 6741  
5121,2087
5122, 77  
5123,6
5124,Chandigarh
5125,4902
5126, 280  
5127,32608
5128, 428  
5129,433
5130, 3  
5131,7
5132,Chhattisgarh
5133,122963
5134, 516  
5135,509622
5136, 17029  
5137,7111
5138, 218  
5139,8
5140,Dadra and Nagar Haveli and Daman and Diu
5141,1904
5142, 119  
5143,4471
5144, 118  
5145,4
5146,  
5147,9
5148,Delhi
5149,93080
5150, 1051  
5151,897804
5152, 22695  
5153,13898
5154, 357  
5155,10
5156,Goa
5157,12078
5158, 1038  
5159,62113
5160, 485  
5161,993
5162, 17  
5163,11
5164,Gujarat
5165,107594
5166, 7466  
5167,367972
5168, 6479  
5169,6171
5170, 152  
5171,12
5172,Haryana
5173,69384
5174, 5327  
5175,340247
5176, 5104  
5177,3703
5178, 60  
5179,13
5180,Himachal Pradesh
5181,13411
5182, 1165  
5183,71423
5184, 884  
5185,1304
5186, 24  
5187,14
5188,Jammu and Kashmir
5189,18064
5190, 1071  
5191,138184
5192, 944  
5193,2126
5194, 15  
5195,15
5196,Jharkhand
5197,45592
5198, 2177  
5199,148364
5200, 2865  
5201,1888
5202, 110  
5203,16
5204,Karnataka
5205,234502
5206, 20172  
5207,1055612
5208, 9058  
5209,14283
5210, 208  
5211,17
5212,Kerala
5213,198904
5214, 19593  
5215,1173202
5216, 7067  
5217,5080
5218, 25  
5219,18
5220,Ladakh
5221,1972
5222, 62  
5223,11129
5224, 209  
5225,136
5226, 1  
5227,19
5228,Lakshadweep
5229,1044
5230, 124  
5231,917
5232, 33  
5233,1
5234,  
5235,20
5236,Madhya Pradesh
5237,89363
5238, 1723  
5239,391299
5240, 11091  
5241,5041
5242, 104  
5243,21
5244,Maharashtra
5245,696298
5246, 2666  
5247,3468610
5248, 63818  
5249,63928
5250, 676  
5251,22
5252,Manipur
5253,705
5254, 115  
5255,29193
5256, 13  
5257,383
5258, 2  
5259,23
5260,Meghalaya
5261,1244
5262, 6  
5263,14384
5264, 148  
5265,158
5266, 1  
5267,24
5268,Mizoram
5269,712
5270, 68  
5271,4663
5272, 36  
5273,13
5274, 1  
5275,25
5276,Nagaland
5277,558
5278, 101  
5279,12350
5280, 12  
5281,95
5282, 1  
5283,26
5284,Odisha
5285,39893
5286, 3175  
5287,359467
5288, 3464  
5289,1981
5290, 8  
5291,27
5292,Puducherry
5293,6767
5294, 437  
5295,44767
5296, 453  
5297,737
5298, 9  
5299,28
5300,Punjab
5301,46565
5302, 2622  
5303,277189
5304, 2949  
5305,8356
5306, 92  
5307,29
5308,Rajasthan
5309,127616
5310, 10322  
5311,367485
5312, 4959  
5313,3527
5314, 74  
5315,30
5316,Sikkim
5317,798
5318, 105  
5319,6223
5320, 16  
5321,137
5322,  
5323,31
5324,Tamil Nadu
5325,100668
5326, 5620  
5327,952186
5328, 9142  
5329,13475
5330, 80  
5331,32
5332,Telengana
5333,62929
5334, 4781  
5335,330304
5336, 3307  
5337,1999
5338, 38  
5339,33
5340,Tripura
5341,727
5342, 82  
5343,33408
5344, 18  
5345,394
5346,  
5347,34
5348,Uttarakhand
5349,33330
5350, 3381  
5351,112001
5352, 1622  
5353,2102
5354, 81  
5355,35
5356,Uttar Pradesh
5357,288144
5358, 14491  
5359,752211
5360, 23231  
5361,10959
5362, 222  
5363,36
5364,West Bengal
5365,81375
5366, 6638  
5367,635802
5368, 7584  
5369,10884
5370, 59  
5371,Total#
5372, 2682751
5373, 129811  
5374,14085110
5375,  217113  
5376,192311
5377, 2767 
5378,*(Including foreign Nationals)
5379,**( more than 70% cases due to comorbidities )
5380,#States wise distribution is subject to further verification and reconciliation
5381,#Our figures are being reconciled with ICMR
5382,1
5383,Andaman and Nicobar Islands
5384,138
5385, 8  
5386,5410
5387, 52  
5388,66
5389, 1  
5390,2
5391,Andhra Pradesh
5392,81471
5393, 7240  
5394,931839
5395, 4421  
5396,7616
5397, 37  
5398,3
5399,Arunachal Pradesh
5400,550
5401, 97  
5402,16940
5403, 19  
5404,56
5405,  
5406,4
5407,Assam
5408,15545
5409, 1603  
5410,218958
5411, 619  
5412,1186
5413, 14  
5414,5
5415,Bihar
5416,81961
5417, 5541  
5418,306753
5419, 6741  
5420,2087
5421, 77  
5422,6
5423,Chandigarh
5424,4902
5425, 280  
5426,32608
5427, 428  
5428,433
5429, 3  
5430,7
5431,Chhattisgarh
5432,122963
5433, 516  
5434,509622
5435, 17029  
5436,7111
5437, 218  
5438,8
5439,Dadra and Nagar Haveli and Daman and Diu
5440,1904
5441, 119  
5442,4471
5443, 118  
5444,4
5445,  
5446,9
5447,Delhi
5448,93080
5449, 1051  
5450,897804
5451, 22695  
5452,13898
5453, 357  
5454,10
5455,Goa
5456,12078
5457, 1038  
5458,62113
5459, 485  
5460,993
5461, 17  
5462,11
5463,Gujarat
5464,107594
5465, 7466  
5466,367972
5467, 6479  
5468,6171
5469, 152  
5470,12
5471,Haryana
5472,69384
5473, 5327  
5474,340247
5475, 5104  
5476,3703
5477, 60  
5478,13
5479,Himachal Pradesh
5480,13411
5481, 1165  
5482,71423
5483, 884  
5484,1304
5485, 24  
5486,14
5487,Jammu and Kashmir
5488,18064
5489, 1071  
5490,138184
5491, 944  
5492,2126
5493, 15  
5494,15
5495,Jharkhand
5496,45592
5497, 2177  
5498,148364
5499, 2865  
5500,1888
5501, 110  
5502,16
5503,Karnataka
5504,234502
5505, 20172  
5506,1055612
5507, 9058  
5508,14283
5509, 208  
5510,17
5511,Kerala
5512,198904
5513, 19593  
5514,1173202
5515, 7067  
5516,5080
5517, 25  
5518,18
5519,Ladakh
5520,1972
5521, 62  
5522,11129
5523, 209  
5524,136
5525, 1  
5526,19
5527,Lakshadweep
5528,1044
5529, 124  
5530,917
5531, 33  
5532,1
5533,  
5534,20
5535,Madhya Pradesh
5536,89363
5537, 1723  
5538,391299
5539, 11091  
5540,5041
5541, 104  
5542,21
5543,Maharashtra
5544,696298
5545, 2666  
5546,3468610
5547, 63818  
5548,63928
5549, 676  
5550,22
5551,Manipur
5552,705
5553, 115  
5554,29193
5555, 13  
5556,383
5557, 2  
5558,23
5559,Meghalaya
5560,1244
5561, 6  
5562,14384
5563, 148  
5564,158
5565, 1  
5566,24
5567,Mizoram
5568,712
5569, 68  
5570,4663
5571, 36  
5572,13
5573, 1  
5574,25
5575,Nagaland
5576,558
5577, 101  
5578,12350
5579, 12  
5580,95
5581, 1  
5582,26
5583,Odisha
5584,39893
5585, 3175  
5586,359467
5587, 3464  
5588,1981
5589, 8  
5590,27
5591,Puducherry
5592,6767
5593, 437  
5594,44767
5595, 453  
5596,737
5597, 9  
5598,28
5599,Punjab
5600,46565
5601, 2622  
5602,277189
5603, 2949  
5604,8356
5605, 92  
5606,29
5607,Rajasthan
5608,127616
5609, 10322  
5610,367485
5611, 4959  
5612,3527
5613, 74  
5614,30
5615,Sikkim
5616,798
5617, 105  
5618,6223
5619, 16  
5620,137
5621,  
5622,31
5623,Tamil Nadu
5624,100668
5625, 5620  
5626,952186
5627, 9142  
5628,13475
5629, 80  
5630,32
5631,Telengana
5632,62929
5633, 4781  
5634,330304
5635, 3307  
5636,1999
5637, 38  
5638,33
5639,Tripura
5640,727
5641, 82  
5642,33408
5643, 18  
5644,394
5645,  
5646,34
5647,Uttarakhand
5648,33330
5649, 3381  
5650,112001
5651, 1622  
5652,2102
5653, 81  
5654,35
5655,Uttar Pradesh
5656,288144
5657, 14491  
5658,752211
5659, 23231  
5660,10959
5661, 222  
5662,36
5663,West Bengal
5664,81375
5665, 6638  
5666,635802
5667, 7584  
5668,10884
5669, 59  
5670,Total#
5671, 2682751
5672, 129811  
5673,14085110
5674,  217113  
5675,192311
5676, 2767 
5677,*(Including foreign Nationals)
5678,**( more than 70% cases due to comorbidities )
5679,#States wise distribution is subject to further verification and reconciliation
5680,#Our figures are being reconciled with ICMR
5681,1
5682,Andaman and Nicobar Islands
5683,138
5684, 8  
5685,5410
5686, 52  
5687,66
5688, 1  
5689,2
5690,Andhra Pradesh
5691,81471
5692, 7240  
5693,931839
5694, 4421  
5695,7616
5696, 37  
5697,3
5698,Arunachal Pradesh
5699,550
5700, 97  
5701,16940
5702, 19  
5703,56
5704,  
5705,4
5706,Assam
5707,15545
5708, 1603  
5709,218958
5710, 619  
5711,1186
5712, 14  
5713,5
5714,Bihar
5715,81961
5716, 5541  
5717,306753
5718, 6741  
5719,2087
5720, 77  
5721,6
5722,Chandigarh
5723,4902
5724, 280  
5725,32608
5726, 428  
5727,433
5728, 3  
5729,7
5730,Chhattisgarh
5731,122963
5732, 516  
5733,509622
5734, 17029  
5735,7111
5736, 218  
5737,8
5738,Dadra and Nagar Haveli and Daman and Diu
5739,1904
5740, 119  
5741,4471
5742, 118  
5743,4
5744,  
5745,9
5746,Delhi
5747,93080
5748, 1051  
5749,897804
5750, 22695  
5751,13898
5752, 357  
5753,10
5754,Goa
5755,12078
5756, 1038  
5757,62113
5758, 485  
5759,993
5760, 17  
5761,11
5762,Gujarat
5763,107594
5764, 7466  
5765,367972
5766, 6479  
5767,6171
5768, 152  
5769,12
5770,Haryana
5771,69384
5772, 5327  
5773,340247
5774, 5104  
5775,3703
5776, 60  
5777,13
5778,Himachal Pradesh
5779,13411
5780, 1165  
5781,71423
5782, 884  
5783,1304
5784, 24  
5785,14
5786,Jammu and Kashmir
5787,18064
5788, 1071  
5789,138184
5790, 944  
5791,2126
5792, 15  
5793,15
5794,Jharkhand
5795,45592
5796, 2177  
5797,148364
5798, 2865  
5799,1888
5800, 110  
5801,16
5802,Karnataka
5803,234502
5804, 20172  
5805,1055612
5806, 9058  
5807,14283
5808, 208  
5809,17
5810,Kerala
5811,198904
5812, 19593  
5813,1173202
5814, 7067  
5815,5080
5816, 25  
5817,18
5818,Ladakh
5819,1972
5820, 62  
5821,11129
5822, 209  
5823,136
5824, 1  
5825,19
5826,Lakshadweep
5827,1044
5828, 124  
5829,917
5830, 33  
5831,1
5832,  
5833,20
5834,Madhya Pradesh
5835,89363
5836, 1723  
5837,391299
5838, 11091  
5839,5041
5840, 104  
5841,21
5842,Maharashtra
5843,696298
5844, 2666  
5845,3468610
5846, 63818  
5847,63928
5848, 676  
5849,22
5850,Manipur
5851,705
5852, 115  
5853,29193
5854, 13  
5855,383
5856, 2  
5857,23
5858,Meghalaya
5859,1244
5860, 6  
5861,14384
5862, 148  
5863,158
5864, 1  
5865,24
5866,Mizoram
5867,712
5868, 68  
5869,4663
5870, 36  
5871,13
5872, 1  
5873,25
5874,Nagaland
5875,558
5876, 101  
5877,12350
5878, 12  
5879,95
5880, 1  
5881,26
5882,Odisha
5883,39893
5884, 3175  
5885,359467
5886, 3464  
5887,1981
5888, 8  
5889,27
5890,Puducherry
5891,6767
5892, 437  
5893,44767
5894, 453  
5895,737
5896, 9  
5897,28
5898,Punjab
5899,46565
5900, 2622  
5901,277189
5902, 2949  
5903,8356
5904, 92  
5905,29
5906,Rajasthan
5907,127616
5908, 10322  
5909,367485
5910, 4959  
5911,3527
5912, 74  
5913,30
5914,Sikkim
5915,798
5916, 105  
5917,6223
5918, 16  
5919,137
5920,  
5921,31
5922,Tamil Nadu
5923,100668
5924, 5620  
5925,952186
5926, 9142  
5927,13475
5928, 80  
5929,32
5930,Telengana
5931,62929
5932, 4781  
5933,330304
5934, 3307  
5935,1999
5936, 38  
5937,33
5938,Tripura
5939,727
5940, 82  
5941,33408
5942, 18  
5943,394
5944,  
5945,34
5946,Uttarakhand
5947,33330
5948, 3381  
5949,112001
5950, 1622  
5951,2102
5952, 81  
5953,35
5954,Uttar Pradesh
5955,288144
5956, 14491  
5957,752211
5958, 23231  
5959,10959
5960, 222  
5961,36
5962,West Bengal
5963,81375
5964, 6638  
5965,635802
5966, 7584  
5967,10884
5968, 59  
5969,Total#
5970, 2682751
5971, 129811  
5972,14085110
5973,  217113  
5974,192311
5975, 2767 
5976,*(Including foreign Nationals)
5977,**( more than 70% cases due to comorbidities )
5978,#States wise distribution is subject to further verification and reconciliation
5979,#Our figures are being reconciled with ICMR
5980,1
5981,Andaman and Nicobar Islands
5982,138
5983, 8  
5984,5410
5985, 52  
5986,66
5987, 1  
5988,2
5989,Andhra Pradesh
5990,81471
5991, 7240  
5992,931839
5993, 4421  
5994,7616
5995, 37  
5996,3
5997,Arunachal Pradesh
5998,550
5999, 97  
6000,16940
6001, 19  
6002,56
6003,  
6004,4
6005,Assam
6006,15545
6007, 1603  
6008,218958
6009, 619  
6010,1186
6011, 14  
6012,5
6013,Bihar
6014,81961
6015, 5541  
6016,306753
6017, 6741  
6018,2087
6019, 77  
6020,6
6021,Chandigarh
6022,4902
6023, 280  
6024,32608
6025, 428  
6026,433
6027, 3  
6028,7
6029,Chhattisgarh
6030,122963
6031, 516  
6032,509622
6033, 17029  
6034,7111
6035, 218  
6036,8
6037,Dadra and Nagar Haveli and Daman and Diu
6038,1904
6039, 119  
6040,4471
6041, 118  
6042,4
6043,  
6044,9
6045,Delhi
6046,93080
6047, 1051  
6048,897804
6049, 22695  
6050,13898
6051, 357  
6052,10
6053,Goa
6054,12078
6055, 1038  
6056,62113
6057, 485  
6058,993
6059, 17  
6060,11
6061,Gujarat
6062,107594
6063, 7466  
6064,367972
6065, 6479  
6066,6171
6067, 152  
6068,12
6069,Haryana
6070,69384
6071, 5327  
6072,340247
6073, 5104  
6074,3703
6075, 60  
6076,13
6077,Himachal Pradesh
6078,13411
6079, 1165  
6080,71423
6081, 884  
6082,1304
6083, 24  
6084,14
6085,Jammu and Kashmir
6086,18064
6087, 1071  
6088,138184
6089, 944  
6090,2126
6091, 15  
6092,15
6093,Jharkhand
6094,45592
6095, 2177  
6096,148364
6097, 2865  
6098,1888
6099, 110  
6100,16
6101,Karnataka
6102,234502
6103, 20172  
6104,1055612
6105, 9058  
